Circuit delay: 3251.66 ps

Gate slacks:
NAND-n52533: 3074.50 ps
NAND-n52534: 2991.97 ps
NAND-n52535: 2953.95 ps
AND-n52536: 3035.36 ps
NAND-n52537: 3074.50 ps
NAND-n52538: 3035.36 ps
NAND-n52539: 2953.95 ps
AND-n52540: 3040.50 ps
NAND-n52541: 3074.50 ps
NAND-n52542: 3040.50 ps
NAND-n52543: 2953.95 ps
AND-n52544: 3026.40 ps
NAND-n52545: 3074.50 ps
NAND-n52546: 3026.40 ps
NAND-n52547: 2953.95 ps
AND-n52548: 3025.07 ps
NAND-n52549: 3074.50 ps
NAND-n52550: 3025.07 ps
NAND-n52551: 2953.95 ps
AND-n52552: 3002.02 ps
NAND-n52553: 3074.50 ps
NAND-n52554: 3002.02 ps
NAND-n52555: 2953.95 ps
AND-n52556: 2964.21 ps
NAND-n52557: 3074.50 ps
NAND-n52558: 2964.21 ps
NAND-n52559: 2953.95 ps
AND-n52560: 3012.31 ps
NAND-n52561: 3074.50 ps
NAND-n52562: 3012.31 ps
NAND-n52563: 2953.95 ps
AND-n52564: 3293.25 ps
NAND-n52565: 3354.05 ps
AND-n52566: 2991.97 ps
NAND-n52567: 3074.50 ps
NAND-n52568: 2991.97 ps
NAND-n52569: 2953.95 ps
AND-n52570: 3035.36 ps
NAND-n52571: 3074.50 ps
NAND-n52572: 3035.36 ps
NAND-n52573: 2953.95 ps
AND-n52574: 3040.50 ps
NAND-n52575: 3074.50 ps
NAND-n52576: 3040.50 ps
NAND-n52577: 2953.95 ps
AND-n52578: 3026.40 ps
NAND-n52579: 3074.50 ps
NAND-n52580: 3026.40 ps
NAND-n52581: 2953.95 ps
AND-n52582: 3025.07 ps
NAND-n52583: 3074.50 ps
NAND-n52584: 3025.07 ps
NAND-n52585: 2953.95 ps
AND-n52586: 3002.02 ps
NAND-n52587: 3074.50 ps
NAND-n52588: 3002.02 ps
NAND-n52589: 2953.95 ps
AND-n52590: 2964.21 ps
NAND-n52591: 3074.50 ps
NAND-n52592: 2964.21 ps
NAND-n52593: 2953.95 ps
AND-n52594: 3012.31 ps
NAND-n52595: 3074.50 ps
NAND-n52596: 3012.31 ps
NAND-n52597: 2953.95 ps
AND-n52598: 3293.25 ps
NAND-n52599: 3361.48 ps
AND-n52600: 2991.97 ps
NAND-n52601: 3074.50 ps
NAND-n52602: 2991.97 ps
NAND-n52603: 2953.95 ps
AND-n52604: 3035.36 ps
NAND-n52605: 3074.50 ps
NAND-n52606: 3035.36 ps
NAND-n52607: 2953.95 ps
AND-n52608: 3040.50 ps
NAND-n52609: 3074.50 ps
NAND-n52610: 3040.50 ps
NAND-n52611: 2953.95 ps
AND-n52612: 3026.40 ps
NAND-n52613: 3074.50 ps
NAND-n52614: 3026.40 ps
NAND-n52615: 2953.95 ps
AND-n52616: 3025.07 ps
NAND-n52617: 3074.50 ps
NAND-n52618: 3025.07 ps
NAND-n52619: 2953.95 ps
AND-n52620: 3002.02 ps
NAND-n52621: 3074.50 ps
NAND-n52622: 3002.02 ps
NAND-n52623: 2953.95 ps
AND-n52624: 2964.21 ps
NAND-n52625: 3074.50 ps
NAND-n52626: 2964.21 ps
NAND-n52627: 2953.95 ps
AND-n52628: 3012.31 ps
NAND-n52629: 3074.50 ps
NAND-n52630: 3012.31 ps
NAND-n52631: 2953.95 ps
AND-n52632: 3293.25 ps
NAND-n52633: 3355.59 ps
AND-n52634: 2991.97 ps
NAND-n52635: 3071.64 ps
NAND-n52636: 2991.97 ps
NAND-n52637: 3153.36 ps
NAND-n52638: 2953.95 ps
AND-n52639: 3035.36 ps
NAND-n52640: 3071.64 ps
NAND-n52641: 3035.36 ps
NAND-n52642: 3153.36 ps
NAND-n52643: 2953.95 ps
AND-n52644: 3040.50 ps
NAND-n52645: 3071.64 ps
NAND-n52646: 3040.50 ps
NAND-n52647: 3153.36 ps
NAND-n52648: 2953.95 ps
AND-n52649: 3026.40 ps
NAND-n52650: 3071.64 ps
NAND-n52651: 3026.40 ps
NAND-n52652: 3153.36 ps
NAND-n52653: 2953.95 ps
AND-n52654: 3025.07 ps
NAND-n52655: 3071.64 ps
NAND-n52656: 3025.07 ps
NAND-n52657: 3153.36 ps
NAND-n52658: 2953.95 ps
AND-n52659: 3002.02 ps
NAND-n52660: 3071.64 ps
NAND-n52661: 3002.02 ps
NAND-n52662: 3153.36 ps
NAND-n52663: 2953.95 ps
AND-n52664: 2964.21 ps
NAND-n52665: 3071.64 ps
NAND-n52666: 2964.21 ps
NAND-n52667: 3153.36 ps
NAND-n52668: 2953.95 ps
AND-n52669: 3012.31 ps
NAND-n52670: 3071.64 ps
NAND-n52671: 3012.31 ps
NAND-n52672: 3153.36 ps
NAND-n52673: 2953.95 ps
AND-n52674: 3293.25 ps
NAND-n52675: 3318.26 ps
AND-n52676: 2991.97 ps
NAND-n52677: 3071.64 ps
NAND-n52678: 2991.97 ps
NAND-n52679: 3153.36 ps
NAND-n52680: 2953.95 ps
AND-n52681: 3035.36 ps
NAND-n52682: 3071.64 ps
NAND-n52683: 3035.36 ps
NAND-n52684: 3153.36 ps
NAND-n52685: 2953.95 ps
AND-n52686: 3040.50 ps
NAND-n52687: 3071.64 ps
NAND-n52688: 3040.50 ps
NAND-n52689: 3153.36 ps
NAND-n52690: 2953.95 ps
AND-n52691: 3026.40 ps
NAND-n52692: 3071.64 ps
NAND-n52693: 3026.40 ps
NAND-n52694: 3153.36 ps
NAND-n52695: 2953.95 ps
AND-n52696: 3025.07 ps
NAND-n52697: 3071.64 ps
NAND-n52698: 3025.07 ps
NAND-n52699: 3153.36 ps
NAND-n52700: 2953.95 ps
AND-n52701: 3002.02 ps
NAND-n52702: 3071.64 ps
NAND-n52703: 3002.02 ps
NAND-n52704: 3153.36 ps
NAND-n52705: 2953.95 ps
AND-n52706: 2964.21 ps
NAND-n52707: 3071.64 ps
NAND-n52708: 2964.21 ps
NAND-n52709: 3153.36 ps
NAND-n52710: 2953.95 ps
AND-n52711: 3012.31 ps
NAND-n52712: 3071.64 ps
NAND-n52713: 3012.31 ps
NAND-n52714: 3153.36 ps
NAND-n52715: 2953.95 ps
AND-n52716: 3293.25 ps
NAND-n52717: 3354.05 ps
AND-n52718: 2991.97 ps
NAND-n52719: 3071.64 ps
NAND-n52720: 2991.97 ps
NAND-n52721: 3153.36 ps
NAND-n52722: 2953.95 ps
AND-n52723: 3035.36 ps
NAND-n52724: 3071.64 ps
NAND-n52725: 3035.36 ps
NAND-n52726: 3153.36 ps
NAND-n52727: 2953.95 ps
AND-n52728: 3040.50 ps
NAND-n52729: 3071.64 ps
NAND-n52730: 3040.50 ps
NAND-n52731: 3153.36 ps
NAND-n52732: 2953.95 ps
AND-n52733: 3026.40 ps
NAND-n52734: 3071.64 ps
NAND-n52735: 3026.40 ps
NAND-n52736: 3153.36 ps
NAND-n52737: 2953.95 ps
AND-n52738: 3025.07 ps
NAND-n52739: 3071.64 ps
NAND-n52740: 3025.07 ps
NAND-n52741: 3153.36 ps
NAND-n52742: 2953.95 ps
AND-n52743: 3002.02 ps
NAND-n52744: 3071.64 ps
NAND-n52745: 3002.02 ps
NAND-n52746: 3153.36 ps
NAND-n52747: 2953.95 ps
AND-n52748: 2964.21 ps
NAND-n52749: 3071.64 ps
NAND-n52750: 2964.21 ps
NAND-n52751: 3153.36 ps
NAND-n52752: 2953.95 ps
AND-n52753: 3012.31 ps
NAND-n52754: 3071.64 ps
NAND-n52755: 3012.31 ps
NAND-n52756: 3153.36 ps
NAND-n52757: 2953.95 ps
AND-n52758: 3293.25 ps
NAND-n52759: 3361.48 ps
AND-n52760: 2991.97 ps
NAND-n52761: 3071.64 ps
NAND-n52762: 2991.97 ps
NAND-n52763: 3153.36 ps
NAND-n52764: 2953.95 ps
AND-n52765: 3035.36 ps
NAND-n52766: 3071.64 ps
NAND-n52767: 3035.36 ps
NAND-n52768: 3153.36 ps
NAND-n52769: 2953.95 ps
AND-n52770: 3040.50 ps
NAND-n52771: 3071.64 ps
NAND-n52772: 3040.50 ps
NAND-n52773: 3153.36 ps
NAND-n52774: 2953.95 ps
AND-n52775: 3026.40 ps
NAND-n52776: 3071.64 ps
NAND-n52777: 3026.40 ps
NAND-n52778: 3153.36 ps
NAND-n52779: 2953.95 ps
AND-n52780: 3025.07 ps
NAND-n52781: 3071.64 ps
NAND-n52782: 3025.07 ps
NAND-n52783: 3153.36 ps
NAND-n52784: 2953.95 ps
AND-n52785: 3002.02 ps
NAND-n52786: 3071.64 ps
NAND-n52787: 3002.02 ps
NAND-n52788: 3153.36 ps
NAND-n52789: 2953.95 ps
AND-n52790: 2964.21 ps
NAND-n52791: 3071.64 ps
NAND-n52792: 2964.21 ps
NAND-n52793: 3153.36 ps
NAND-n52794: 2953.95 ps
AND-n52795: 3012.31 ps
NAND-n52796: 3071.64 ps
NAND-n52797: 3012.31 ps
NAND-n52798: 3153.36 ps
NAND-n52799: 2953.95 ps
AND-n52800: 3383.90 ps
AND-n52801: 2327.72 ps
AND-n52802: 2548.32 ps
AND-n52803: 2336.52 ps
NAND-n52804: 2336.52 ps
NAND-n52805: 2564.76 ps
AND-n52806: 2249.18 ps
NAND-n52807: 2249.18 ps
AND-n52808: 3355.68 ps
NAND-n52809: 3360.68 ps
AND-n52810: 3037.24 ps
NAND-n52811: 3057.12 ps
NAND-n52812: 3037.24 ps
AND-n52813: 2233.79 ps
NAND-n52814: 2233.79 ps
NAND-n52815: 2353.77 ps
NAND-n52816: 2379.48 ps
AND-n52817: 2294.61 ps
NAND-n52818: 2336.74 ps
NAND-n52819: 2322.10 ps
NAND-n52820: 2294.61 ps
NAND-n52821: 2380.16 ps
NAND-n52822: 2265.87 ps
NAND-n52823: 2249.84 ps
NAND-n52824: 2433.35 ps
AND-n52825: 3090.34 ps
AND-n52826: 3073.18 ps
AND-n52827: 2496.05 ps
AND-n52828: 2450.45 ps
AND-n52829: 2542.54 ps
NAND-n52830: 2542.54 ps
NAND-n52831: 2510.34 ps
AND-n52832: 2320.53 ps
NAND-n52833: 2320.53 ps
NAND-n52834: 2572.04 ps
AND-n52835: 2299.19 ps
AND-n52836: 2511.31 ps
NAND-n52837: 2299.19 ps
NAND-n52838: 2511.31 ps
NAND-n52839: 2512.67 ps
AND-n52840: 2512.68 ps
NAND-n52841: 2512.68 ps
NAND-n52842: 2572.19 ps
AND-n52843: 2299.19 ps
NAND-n52844: 2299.19 ps
AND-n52845: 3355.00 ps
NAND-n52846: 3355.00 ps
NAND-n52847: 3407.08 ps
AND-n52848: 2288.05 ps
AND-n52849: 2517.15 ps
NAND-n52850: 2288.05 ps
NAND-n52851: 2540.37 ps
NAND-n52852: 2517.15 ps
AND-n52853: 3389.72 ps
NAND-n52854: 3402.83 ps
NAND-n52855: 3389.72 ps
AND-n52856: 3399.58 ps
NAND-n52857: 3399.58 ps
NAND-n52858: 3420.34 ps
AND-n52859: 3209.94 ps
NAND-n52860: 3209.94 ps
NAND-n52861: 3296.52 ps
AND-n52862: 3287.13 ps
NAND-n52863: 3287.13 ps
NAND-n52864: 3425.67 ps
AND-n52865: 2658.89 ps
NAND-n52866: 2769.93 ps
NAND-n52867: 2681.88 ps
AND-n52868: 2662.86 ps
NAND-n52869: 2662.86 ps
NAND-n52870: 2762.04 ps
AND-n52871: 2589.10 ps
NAND-n52872: 2590.21 ps
NAND-n52873: 2590.21 ps
AND-n52874: 2589.10 ps
NAND-n52875: 2684.76 ps
NAND-n52876: 2684.76 ps
AND-n52877: 2589.10 ps
NAND-n52878: 2695.41 ps
NAND-n52879: 2589.10 ps
NAND-n52880: 2591.19 ps
AND-n52881: 2624.18 ps
NAND-n52882: 2624.18 ps
NAND-n52883: 2782.39 ps
NAND-n52884: 2697.61 ps
NAND-n52885: 2636.43 ps
NAND-n52886: 2691.92 ps
AND-n52887: 2605.55 ps
NAND-n52888: 2707.09 ps
NAND-n52889: 2710.83 ps
NAND-n52890: 2605.55 ps
NAND-n52891: 2634.42 ps
NAND-n52892: 2605.55 ps
AND-n52893: 2605.55 ps
AND-n52894: 2662.86 ps
NAND-n52895: 2662.86 ps
NAND-n52896: 2762.04 ps
AND-n52897: 2589.10 ps
NAND-n52898: 2590.21 ps
NAND-n52899: 2590.21 ps
AND-n52900: 2589.10 ps
NAND-n52901: 2684.76 ps
AND-n52902: 2589.10 ps
NAND-n52903: 2695.41 ps
NAND-n52904: 2589.10 ps
NAND-n52905: 2591.19 ps
AND-n52906: 2624.18 ps
NAND-n52907: 2624.18 ps
NAND-n52908: 2782.39 ps
NAND-n52909: 2697.61 ps
NAND-n52910: 2636.43 ps
NAND-n52911: 2691.92 ps
AND-n52912: 2605.55 ps
NAND-n52913: 2605.55 ps
NAND-n52914: 2605.55 ps
NAND-n52915: 2707.09 ps
NAND-n52916: 2710.83 ps
AND-n52917: 2605.55 ps
NAND-n52918: 2697.98 ps
AND-n52919: 2637.45 ps
AND-n52920: 2637.45 ps
NAND-n52921: 2729.76 ps
NAND-n52922: 2637.45 ps
NAND-n52923: 2736.63 ps
AND-n52924: 2627.53 ps
AND-n52925: 2627.53 ps
NAND-n52926: 2733.83 ps
NAND-n52927: 2627.53 ps
NAND-n52928: 2629.62 ps
AND-n52929: 2627.53 ps
NAND-n52930: 2635.19 ps
NAND-n52931: 2635.19 ps
AND-n52932: 2625.46 ps
NAND-n52933: 2625.46 ps
NAND-n52934: 2783.67 ps
NAND-n52935: 2698.89 ps
NAND-n52936: 2637.71 ps
NAND-n52937: 2693.20 ps
AND-n52938: 2606.83 ps
NAND-n52939: 2606.83 ps
NAND-n52940: 2606.83 ps
NAND-n52941: 2708.36 ps
NAND-n52942: 2712.10 ps
AND-n52943: 2606.83 ps
NAND-n52944: 2699.26 ps
AND-n52945: 2565.35 ps
AND-n52946: 2565.35 ps
AND-n52947: 2583.92 ps
NAND-n52948: 2653.93 ps
AND-n52949: 2598.86 ps
NAND-n52950: 2598.86 ps
NAND-n52951: 2698.04 ps
AND-n52952: 2626.25 ps
AND-n52953: 2626.25 ps
NAND-n52954: 2732.55 ps
NAND-n52955: 2626.25 ps
NAND-n52956: 2628.33 ps
AND-n52957: 2626.25 ps
NAND-n52958: 2633.90 ps
NAND-n52959: 2633.90 ps
NAND-n52960: 2583.92 ps
NAND-n52961: 2742.14 ps
NAND-n52962: 2657.35 ps
NAND-n52963: 2596.17 ps
NAND-n52964: 2651.66 ps
NAND-n52965: 2565.35 ps
NAND-n52966: 2565.35 ps
NAND-n52967: 2666.88 ps
NAND-n52968: 2670.62 ps
AND-n52969: 2637.45 ps
AND-n52970: 2637.45 ps
NAND-n52971: 2721.02 ps
NAND-n52972: 2637.45 ps
NAND-n52973: 2736.63 ps
AND-n52974: 2627.53 ps
AND-n52975: 2627.53 ps
NAND-n52976: 2733.83 ps
NAND-n52977: 2627.53 ps
NAND-n52978: 2629.62 ps
AND-n52979: 2627.53 ps
NAND-n52980: 2635.19 ps
NAND-n52981: 2635.19 ps
AND-n52982: 2625.46 ps
NAND-n52983: 2625.46 ps
NAND-n52984: 2783.67 ps
NAND-n52985: 2698.89 ps
NAND-n52986: 2637.71 ps
NAND-n52987: 2693.20 ps
AND-n52988: 2606.83 ps
NAND-n52989: 2606.83 ps
NAND-n52990: 2606.83 ps
NAND-n52991: 2708.36 ps
NAND-n52992: 2712.10 ps
AND-n52993: 2606.83 ps
NAND-n52994: 2699.26 ps
AND-n52995: 2662.86 ps
NAND-n52996: 2662.86 ps
NAND-n52997: 2762.04 ps
AND-n52998: 2565.07 ps
NAND-n52999: 2590.21 ps
NAND-n53000: 2590.21 ps
AND-n53001: 2589.10 ps
NAND-n53002: 2565.07 ps
AND-n53003: 2589.10 ps
NAND-n53004: 2695.40 ps
NAND-n53005: 2589.10 ps
NAND-n53006: 2591.19 ps
AND-n53007: 2624.18 ps
NAND-n53008: 2624.18 ps
NAND-n53009: 2782.39 ps
NAND-n53010: 2697.61 ps
NAND-n53011: 2636.43 ps
NAND-n53012: 2691.92 ps
AND-n53013: 2605.55 ps
NAND-n53014: 2605.55 ps
NAND-n53015: 2605.55 ps
NAND-n53016: 2707.09 ps
NAND-n53017: 2710.83 ps
AND-n53018: 2605.55 ps
NAND-n53019: 2699.94 ps
AND-n53020: 2637.45 ps
AND-n53021: 2637.45 ps
NAND-n53022: 2690.90 ps
NAND-n53023: 2637.45 ps
NAND-n53024: 2736.63 ps
AND-n53025: 2627.53 ps
AND-n53026: 2627.53 ps
NAND-n53027: 2733.83 ps
NAND-n53028: 2627.53 ps
NAND-n53029: 2629.62 ps
AND-n53030: 2627.53 ps
NAND-n53031: 2635.19 ps
NAND-n53032: 2635.19 ps
AND-n53033: 2625.46 ps
NAND-n53034: 2625.46 ps
NAND-n53035: 2783.67 ps
NAND-n53036: 2698.89 ps
NAND-n53037: 2637.71 ps
NAND-n53038: 2693.20 ps
AND-n53039: 2606.83 ps
NAND-n53040: 2606.83 ps
NAND-n53041: 2606.83 ps
NAND-n53042: 2708.36 ps
NAND-n53043: 2712.10 ps
AND-n53044: 2606.83 ps
NAND-n53045: 2661.53 ps
AND-n53046: 2637.39 ps
AND-n53047: 2637.39 ps
NAND-n53048: 2645.48 ps
NAND-n53049: 2637.39 ps
NAND-n53050: 2736.57 ps
AND-n53051: 2627.46 ps
AND-n53052: 2627.46 ps
NAND-n53053: 2733.77 ps
NAND-n53054: 2627.46 ps
NAND-n53055: 2629.55 ps
AND-n53056: 2627.46 ps
NAND-n53057: 2635.12 ps
NAND-n53058: 2635.12 ps
AND-n53059: 2625.39 ps
NAND-n53060: 2625.39 ps
NAND-n53061: 2783.61 ps
NAND-n53062: 2698.83 ps
NAND-n53063: 2637.64 ps
NAND-n53064: 2693.13 ps
AND-n53065: 2606.76 ps
NAND-n53066: 2606.76 ps
NAND-n53067: 2606.76 ps
NAND-n53068: 2708.30 ps
NAND-n53069: 2712.04 ps
AND-n53070: 2606.76 ps
NAND-n53071: 2621.77 ps
AND-n53072: 2605.77 ps
AND-n53073: 2637.39 ps
NAND-n53074: 2605.77 ps
NAND-n53075: 2637.39 ps
NAND-n53076: 2736.57 ps
AND-n53077: 2654.04 ps
NAND-n53078: 2733.36 ps
NAND-n53079: 2656.13 ps
NAND-n53080: 2654.04 ps
AND-n53081: 2634.85 ps
NAND-n53082: 2634.85 ps
NAND-n53083: 2634.85 ps
AND-n53084: 2625.41 ps
NAND-n53085: 2625.41 ps
NAND-n53086: 2783.62 ps
NAND-n53087: 2698.84 ps
NAND-n53088: 2637.66 ps
NAND-n53089: 2693.15 ps
AND-n53090: 2606.78 ps
NAND-n53091: 2606.78 ps
NAND-n53092: 2712.06 ps
NAND-n53093: 2708.32 ps
NAND-n53094: 2606.78 ps
AND-n53095: 2582.09 ps
NAND-n53096: 2582.09 ps
AND-n53097: 2621.90 ps
NAND-n53098: 2621.90 ps
NAND-n53099: 2721.08 ps
AND-n53100: 2581.15 ps
NAND-n53101: 2658.39 ps
NAND-n53102: 2581.15 ps
AND-n53103: 2553.49 ps
NAND-n53104: 2553.49 ps
NAND-n53105: 2553.49 ps
NAND-n53106: 2599.61 ps
AND-n53107: 2465.35 ps
NAND-n53108: 2625.82 ps
NAND-n53109: 2465.35 ps
NAND-n53110: 2530.82 ps
AND-n53111: 2643.15 ps
NAND-n53112: 2643.15 ps
NAND-n53113: 2801.36 ps
NAND-n53114: 2716.58 ps
NAND-n53115: 2655.40 ps
NAND-n53116: 2710.89 ps
AND-n53117: 2624.52 ps
NAND-n53118: 2624.52 ps
NAND-n53119: 2729.79 ps
NAND-n53120: 2726.05 ps
NAND-n53121: 2624.52 ps
AND-n53122: 2540.47 ps
NAND-n53123: 2540.47 ps
NAND-n53124: 2653.43 ps
NAND-n53125: 2634.74 ps
AND-n53126: 2396.34 ps
AND-n53127: 2637.45 ps
NAND-n53128: 2396.34 ps
NAND-n53129: 2637.45 ps
NAND-n53130: 2736.63 ps
AND-n53131: 2618.64 ps
NAND-n53132: 2695.88 ps
NAND-n53133: 2618.64 ps
AND-n53134: 2590.95 ps
NAND-n53135: 2590.95 ps
NAND-n53136: 2590.95 ps
NAND-n53137: 2637.06 ps
AND-n53138: 2625.47 ps
NAND-n53139: 2625.47 ps
NAND-n53140: 2783.69 ps
NAND-n53141: 2698.91 ps
NAND-n53142: 2637.73 ps
NAND-n53143: 2693.22 ps
AND-n53144: 2606.85 ps
NAND-n53145: 2606.85 ps
NAND-n53146: 2712.12 ps
NAND-n53147: 2708.38 ps
NAND-n53148: 2606.85 ps
AND-n53149: 2520.24 ps
NAND-n53150: 2520.24 ps
AND-n53151: 2390.53 ps
AND-n53152: 2637.45 ps
NAND-n53153: 2390.53 ps
NAND-n53154: 2637.45 ps
NAND-n53155: 2736.63 ps
AND-n53156: 2618.64 ps
NAND-n53157: 2695.88 ps
NAND-n53158: 2618.64 ps
AND-n53159: 2590.95 ps
NAND-n53160: 2590.95 ps
NAND-n53161: 2590.95 ps
NAND-n53162: 2637.06 ps
AND-n53163: 2625.47 ps
NAND-n53164: 2625.47 ps
NAND-n53165: 2783.69 ps
NAND-n53166: 2698.91 ps
NAND-n53167: 2637.73 ps
NAND-n53168: 2693.22 ps
AND-n53169: 2606.85 ps
NAND-n53170: 2606.85 ps
NAND-n53171: 2712.12 ps
NAND-n53172: 2708.38 ps
NAND-n53173: 2606.85 ps
AND-n53174: 2482.43 ps
NAND-n53175: 2482.43 ps
AND-n53176: 2621.90 ps
NAND-n53177: 2621.90 ps
NAND-n53178: 2721.08 ps
AND-n53179: 2581.15 ps
NAND-n53180: 2658.39 ps
NAND-n53181: 2581.15 ps
AND-n53182: 2553.49 ps
NAND-n53183: 2553.49 ps
NAND-n53184: 2553.49 ps
NAND-n53185: 2599.61 ps
AND-n53186: 2341.14 ps
NAND-n53187: 2625.82 ps
NAND-n53188: 2482.05 ps
NAND-n53189: 2341.14 ps
AND-n53190: 2643.15 ps
NAND-n53191: 2643.15 ps
NAND-n53192: 2801.36 ps
NAND-n53193: 2716.58 ps
NAND-n53194: 2655.40 ps
NAND-n53195: 2710.89 ps
AND-n53196: 2624.52 ps
NAND-n53197: 2624.52 ps
NAND-n53198: 2729.79 ps
NAND-n53199: 2726.05 ps
NAND-n53200: 2624.52 ps
AND-n53201: 2484.66 ps
NAND-n53202: 2484.66 ps
NAND-n53203: 2653.43 ps
NAND-n53204: 2634.74 ps
AND-n53205: 2345.60 ps
AND-n53206: 2637.45 ps
NAND-n53207: 2345.60 ps
NAND-n53208: 2637.45 ps
NAND-n53209: 2736.63 ps
AND-n53210: 2618.64 ps
NAND-n53211: 2695.88 ps
NAND-n53212: 2618.64 ps
AND-n53213: 2590.95 ps
NAND-n53214: 2590.95 ps
NAND-n53215: 2590.95 ps
NAND-n53216: 2637.06 ps
AND-n53217: 2625.47 ps
NAND-n53218: 2625.47 ps
NAND-n53219: 2783.69 ps
NAND-n53220: 2698.91 ps
NAND-n53221: 2637.73 ps
NAND-n53222: 2693.22 ps
AND-n53223: 2606.85 ps
NAND-n53224: 2606.85 ps
NAND-n53225: 2712.12 ps
NAND-n53226: 2708.38 ps
NAND-n53227: 2606.85 ps
AND-n53228: 2439.24 ps
NAND-n53229: 2439.24 ps
AND-n53230: 2404.47 ps
AND-n53231: 2566.60 ps
AND-n53232: 2585.17 ps
NAND-n53233: 2404.47 ps
AND-n53234: 2600.11 ps
NAND-n53235: 2600.11 ps
NAND-n53236: 2699.29 ps
AND-n53237: 2618.58 ps
NAND-n53238: 2695.82 ps
NAND-n53239: 2618.58 ps
AND-n53240: 2590.88 ps
NAND-n53241: 2590.88 ps
NAND-n53242: 2590.88 ps
NAND-n53243: 2637.00 ps
NAND-n53244: 2585.17 ps
NAND-n53245: 2743.39 ps
NAND-n53246: 2658.60 ps
NAND-n53247: 2597.42 ps
NAND-n53248: 2652.91 ps
NAND-n53249: 2566.60 ps
NAND-n53250: 2671.87 ps
NAND-n53251: 2668.14 ps
NAND-n53252: 2566.60 ps
AND-n53253: 2662.86 ps
NAND-n53254: 2662.86 ps
NAND-n53255: 2762.04 ps
AND-n53256: 2210.86 ps
NAND-n53257: 2590.21 ps
NAND-n53258: 2590.21 ps
NAND-n53259: 2636.33 ps
AND-n53260: 2617.91 ps
NAND-n53261: 2210.86 ps
NAND-n53262: 2695.15 ps
NAND-n53263: 2617.91 ps
AND-n53264: 2624.19 ps
NAND-n53265: 2624.19 ps
NAND-n53266: 2782.41 ps
NAND-n53267: 2697.63 ps
NAND-n53268: 2636.45 ps
NAND-n53269: 2691.94 ps
AND-n53270: 2605.57 ps
NAND-n53271: 2605.57 ps
NAND-n53272: 2710.84 ps
NAND-n53273: 2707.10 ps
NAND-n53274: 2605.57 ps
AND-n53275: 2425.19 ps
NAND-n53276: 2425.19 ps
AND-n53277: 2621.90 ps
NAND-n53278: 2621.90 ps
NAND-n53279: 2721.08 ps
AND-n53280: 2581.15 ps
NAND-n53281: 2658.39 ps
NAND-n53282: 2581.15 ps
AND-n53283: 2553.49 ps
NAND-n53284: 2553.49 ps
NAND-n53285: 2553.49 ps
NAND-n53286: 2599.61 ps
AND-n53287: 2228.05 ps
NAND-n53288: 2625.82 ps
NAND-n53289: 2423.15 ps
NAND-n53290: 2228.05 ps
AND-n53291: 2643.15 ps
NAND-n53292: 2643.15 ps
NAND-n53293: 2801.36 ps
NAND-n53294: 2716.58 ps
NAND-n53295: 2655.40 ps
NAND-n53296: 2710.89 ps
AND-n53297: 2624.52 ps
NAND-n53298: 2624.52 ps
NAND-n53299: 2729.79 ps
NAND-n53300: 2726.05 ps
NAND-n53301: 2624.52 ps
AND-n53302: 2416.39 ps
NAND-n53303: 2416.39 ps
NAND-n53304: 2653.43 ps
NAND-n53305: 2634.74 ps
AND-n53306: 2622.64 ps
NAND-n53307: 2622.64 ps
NAND-n53308: 2721.82 ps
AND-n53309: 2581.89 ps
NAND-n53310: 2659.13 ps
NAND-n53311: 2581.89 ps
AND-n53312: 2554.23 ps
NAND-n53313: 2554.23 ps
NAND-n53314: 2554.23 ps
NAND-n53315: 2600.35 ps
AND-n53316: 2379.18 ps
NAND-n53317: 2626.56 ps
NAND-n53318: 2396.14 ps
AND-n53319: 2379.18 ps
AND-n53320: 2583.93 ps
NAND-n53321: 2583.93 ps
NAND-n53322: 2742.15 ps
NAND-n53323: 2657.36 ps
NAND-n53324: 2596.18 ps
NAND-n53325: 2651.67 ps
AND-n53326: 2565.30 ps
NAND-n53327: 2565.30 ps
NAND-n53328: 2670.58 ps
NAND-n53329: 2666.84 ps
NAND-n53330: 2565.30 ps
NAND-n53331: 2379.18 ps
NAND-n53332: 2653.43 ps
NAND-n53333: 2634.74 ps
AND-n53334: 2622.64 ps
NAND-n53335: 2622.64 ps
NAND-n53336: 2721.82 ps
AND-n53337: 2581.89 ps
NAND-n53338: 2659.13 ps
NAND-n53339: 2581.89 ps
AND-n53340: 2554.23 ps
NAND-n53341: 2554.23 ps
NAND-n53342: 2554.23 ps
NAND-n53343: 2600.35 ps
AND-n53344: 2342.13 ps
NAND-n53345: 2626.56 ps
NAND-n53346: 2377.76 ps
AND-n53347: 2342.13 ps
AND-n53348: 2583.93 ps
NAND-n53349: 2583.93 ps
NAND-n53350: 2742.15 ps
NAND-n53351: 2657.36 ps
NAND-n53352: 2596.18 ps
NAND-n53353: 2651.67 ps
AND-n53354: 2565.30 ps
NAND-n53355: 2565.30 ps
NAND-n53356: 2670.58 ps
NAND-n53357: 2666.84 ps
NAND-n53358: 2565.30 ps
NAND-n53359: 2342.13 ps
NAND-n53360: 2653.43 ps
NAND-n53361: 2634.74 ps
AND-n53362: 2662.86 ps
NAND-n53363: 2662.86 ps
NAND-n53364: 2762.04 ps
AND-n53365: 2149.32 ps
NAND-n53366: 2590.21 ps
NAND-n53367: 2590.21 ps
