Circuit delay: 1810.24 ps

Gate slacks:
NAND-n15166: 345.04 ps
NAND-n15167: 441.37 ps
NAND-n15168: 430.11 ps
NAND-n15169: 964.05 ps
NAND-n15170: 944.63 ps
NAND-n15171: 481.07 ps
NAND-n15172: 469.80 ps
NAND-n15173: 573.99 ps
NAND-n15174: 556.78 ps
NAND-n15175: 613.72 ps
NAND-n15176: 602.46 ps
NAND-n15177: 698.78 ps
NAND-n15178: 687.52 ps
NAND-n15179: 738.48 ps
NAND-n15180: 727.21 ps
NAND-n15181: 744.58 ps
NAND-n15182: 755.85 ps
NAND-n15183: 806.12 ps
NAND-n15184: 823.50 ps
NAND-n15185: 811.93 ps
NAND-n15186: 829.15 ps
NAND-n15187: 834.93 ps
NAND-n15188: 846.19 ps
NAND-n15189: 868.16 ps
NAND-n15190: 885.54 ps
NAND-n15191: 248.13 ps
NAND-n15192: 265.83 ps
NAND-n15193: 339.06 ps
NAND-n15194: 356.27 ps
NAND-n15195: 384.75 ps
NAND-n15196: 396.02 ps
NAND-n15197: 574.13 ps
NAND-n15198: 591.34 ps
NAND-n15199: 642.16 ps
NAND-n15200: 653.43 ps
NAND-n15201: 698.88 ps
NAND-n15202: 716.10 ps
AND-n15203: 457.00 ps
NAND-n15204: 470.89 ps
NAND-n15205: 457.00 ps
AND-n15206: 420.02 ps
NAND-n15207: 420.02 ps
NAND-n15208: 422.66 ps
AND-n15209: 547.70 ps
NAND-n15210: 561.60 ps
NAND-n15211: 547.70 ps
AND-n15212: 510.73 ps
NAND-n15213: 510.73 ps
NAND-n15214: 513.37 ps
AND-n15215: 1132.52 ps
NAND-n15216: 1148.15 ps
NAND-n15217: 1170.97 ps
AND-n15218: 1134.37 ps
NAND-n15219: 1134.37 ps
AND-n15220: 1109.45 ps
NAND-n15221: 1171.09 ps
AND-n15222: 1140.27 ps
NAND-n15223: 1140.27 ps
AND-n15224: 1109.82 ps
NAND-n15225: 1125.44 ps
NAND-n15226: 1148.27 ps
AND-n15227: 1111.67 ps
NAND-n15228: 1111.67 ps
AND-n15229: 559.99 ps
NAND-n15230: 596.12 ps
AND-n15231: 712.67 ps
NAND-n15232: 720.83 ps
NAND-n15233: 712.67 ps
AND-n15234: 778.45 ps
NAND-n15235: 823.72 ps
NAND-n15236: 778.45 ps
AND-n15237: 724.49 ps
NAND-n15238: 724.49 ps
NAND-n15239: 761.86 ps
AND-n15240: 510.42 ps
NAND-n15241: 742.65 ps
NAND-n15242: 510.42 ps
AND-n15243: 751.13 ps
NAND-n15244: 753.95 ps
NAND-n15245: 749.33 ps
NAND-n15246: 760.28 ps
NAND-n15247: 749.33 ps
AND-n15248: 778.89 ps
NAND-n15249: 804.03 ps
NAND-n15250: 778.89 ps
AND-n15251: 764.96 ps
NAND-n15252: 764.96 ps
NAND-n15253: 786.38 ps
NAND-n15254: 863.90 ps
NAND-n15255: 881.07 ps
NAND-n15256: 863.90 ps
NAND-n15257: 735.30 ps
NAND-n15258: 735.30 ps
NAND-n15259: 758.86 ps
AND-n15260: 916.91 ps
NAND-n15261: 916.91 ps
NAND-n15262: 1049.65 ps
NAND-n15263: 1066.82 ps
NAND-n15264: 1049.65 ps
NAND-n15265: 966.51 ps
NAND-n15266: 967.71 ps
NAND-n15267: 966.51 ps
NAND-n15268: 1086.80 ps
NAND-n15269: 1103.97 ps
NAND-n15270: 1086.80 ps
NAND-n15271: 974.10 ps
NAND-n15272: 974.10 ps
NAND-n15273: 997.27 ps
NAND-n15274: 1149.98 ps
NAND-n15275: 1149.98 ps
NAND-n15276: 1167.10 ps
AND-n15277: 1117.93 ps
NAND-n15278: 1117.93 ps
NAND-n15279: 1149.98 ps
NAND-n15280: 1149.98 ps
NAND-n15281: 1167.11 ps
NAND-n15282: 1149.98 ps
NAND-n15283: 1149.98 ps
NAND-n15284: 1167.10 ps
AND-n15285: 1109.45 ps
NAND-n15286: 1171.09 ps
AND-n15287: 1140.27 ps
NAND-n15288: 1140.27 ps
AND-n15289: 1131.70 ps
NAND-n15290: 1131.70 ps
NAND-n15291: 1148.77 ps
NAND-n15292: 214.88 ps
NAND-n15293: 214.88 ps
AND-n15294: 1153.80 ps
NAND-n15295: 1153.80 ps
NAND-n15296: 1170.88 ps
AND-n15297: 1142.37 ps
NAND-n15298: 1142.37 ps
NAND-n15299: 1170.93 ps
AND-n15300: 1131.34 ps
NAND-n15301: 1131.34 ps
NAND-n15302: 1148.41 ps
NAND-n15303: 214.88 ps
NAND-n15304: 214.88 ps
AND-n15305: 1125.13 ps
NAND-n15306: 1125.13 ps
NAND-n15307: 1142.20 ps
NOT-n15308: 525.91 ps
NOT-n15309: 496.71 ps
NAND-n15310: 496.71 ps
NAND-n15311: 513.14 ps
NAND-n15312: 214.88 ps
NAND-n15313: 214.88 ps
AND-n15314: 830.51 ps
NAND-n15315: 847.73 ps
NAND-n15316: 830.51 ps
NAND-n15317: 214.88 ps
NAND-n15318: 639.10 ps
NAND-n15319: 214.88 ps
NAND-n15320: 214.88 ps
NAND-n15321: 758.22 ps
NAND-n15322: 214.88 ps
AND-n15323: 979.25 ps
NAND-n15324: 996.47 ps
NAND-n15325: 979.25 ps
AND-n15326: 1016.58 ps
NAND-n15327: 1033.80 ps
NAND-n15328: 1016.58 ps
NAND-n15329: 214.88 ps
NAND-n15330: 885.36 ps
NAND-n15331: 214.88 ps
NAND-n15332: 214.88 ps
NAND-n15333: 882.82 ps
NAND-n15334: 214.88 ps
NOT-n15335: 299.39 ps
NAND-n15336: 214.88 ps
NAND-n15337: 245.83 ps
NAND-n15338: 214.88 ps
NOT-n15339: 693.60 ps
NAND-n15340: 214.88 ps
NAND-n15341: 683.87 ps
NAND-n15342: 214.88 ps
AND-n15343: 1120.03 ps
NAND-n15344: 1120.03 ps
NAND-n15345: 1148.59 ps
AND-n15346: 1154.04 ps
NAND-n15347: 1154.04 ps
NAND-n15348: 1171.12 ps
NAND-n15349: 214.88 ps
NAND-n15350: 711.10 ps
NAND-n15351: 214.88 ps
NAND-n15352: 214.88 ps
NAND-n15353: 671.42 ps
NAND-n15354: 214.88 ps
NAND-n15355: 214.88 ps
NAND-n15356: 561.82 ps
NAND-n15357: 214.88 ps
AND-n15358: 1120.03 ps
NAND-n15359: 1120.03 ps
NAND-n15360: 1148.59 ps
NOT-n15361: 761.86 ps
NOT-n15362: 422.66 ps
NOT-n15363: 513.37 ps
NOT-n15364: 691.60 ps
NOT-n15365: 827.86 ps
NOT-n15366: 476.12 ps
NOT-n15367: 566.82 ps
NOT-n15368: 214.88 ps
NAND-n15369: 214.88 ps
NOT-n15370: 860.41 ps
NAND-n15371: 420.02 ps
NOT-n15372: 834.93 ps
NAND-n15373: 469.34 ps
NAND-n15374: 469.34 ps
NAND-n15375: 532.21 ps
NAND-n15376: 544.39 ps
NOT-n15377: 792.39 ps
NAND-n15378: 510.73 ps
NOT-n15379: 744.58 ps
NAND-n15380: 1132.19 ps
NAND-n15381: 792.39 ps
NAND-n15382: 809.68 ps
NAND-n15383: 1145.78 ps
NOT-n15384: 798.21 ps
NAND-n15385: 1155.59 ps
NAND-n15386: 798.21 ps
NAND-n15387: 815.37 ps
NAND-n15388: 1155.12 ps
NAND-n15389: 1155.12 ps
NAND-n15390: 1131.83 ps
NAND-n15391: 860.41 ps
NAND-n15392: 877.69 ps
NAND-n15393: 1117.11 ps
NAND-n15394: 562.60 ps
NAND-n15395: 561.82 ps
NAND-n15396: 635.09 ps
NOT-n15397: 727.21 ps
NAND-n15398: 674.23 ps
NOT-n15399: 687.52 ps
NAND-n15400: 713.93 ps
NOT-n15401: 642.16 ps
NAND-n15402: 758.94 ps
NAND-n15403: 691.60 ps
NAND-n15404: 683.87 ps
NAND-n15405: 759.83 ps
NOT-n15406: 602.46 ps
NAND-n15407: 798.99 ps
NOT-n15408: 214.88 ps
NAND-n15409: 214.88 ps
NOT-n15410: 469.80 ps
NAND-n15411: 851.36 ps
NOT-n15412: 430.11 ps
NAND-n15413: 853.90 ps
NOT-n15414: 384.75 ps
NAND-n15415: 775.92 ps
NAND-n15416: 779.59 ps
NAND-n15417: 758.22 ps
NAND-n15418: 776.81 ps
NOT-n15419: 345.04 ps
NAND-n15420: 649.66 ps
NOT-n15421: 305.35 ps
NAND-n15422: 792.90 ps
NOT-n15423: 234.41 ps
NAND-n15424: 748.26 ps
NAND-n15425: 724.49 ps
NOT-n15426: 214.88 ps
NAND-n15427: 234.41 ps
NAND-n15428: 251.95 ps
NAND-n15429: 822.51 ps
NOT-n15430: 325.33 ps
NAND-n15431: 1009.85 ps
NAND-n15432: 325.33 ps
NAND-n15433: 342.49 ps
NAND-n15434: 957.88 ps
NAND-n15435: 1008.57 ps
NAND-n15436: 974.15 ps
NAND-n15437: 1019.94 ps
NOT-n15438: 560.41 ps
NAND-n15439: 1133.25 ps
NAND-n15440: 560.41 ps
NAND-n15441: 577.57 ps
NAND-n15442: 1175.97 ps
NAND-n15443: 1132.78 ps
NAND-n15444: 1132.78 ps
NAND-n15445: 1154.53 ps
NOT-n15446: 698.88 ps
NAND-n15447: 1155.59 ps
NAND-n15448: 707.50 ps
NAND-n15449: 724.66 ps
NAND-n15450: 1132.78 ps
NAND-n15451: 1132.78 ps
NAND-n15452: 241.56 ps
NAND-n15453: 1157.33 ps
NAND-n15454: 1134.37 ps
NAND-n15455: 1157.39 ps
NAND-n15456: 1140.27 ps
NAND-n15457: 1134.63 ps
NAND-n15458: 1111.67 ps
NAND-n15459: 510.42 ps
NAND-n15460: 527.50 ps
NOT-n15461: 749.33 ps
NAND-n15462: 764.96 ps
NAND-n15463: 790.21 ps
NOT-n15464: 863.90 ps
NOT-n15465: 735.30 ps
NAND-n15466: 916.91 ps
NAND-n15467: 945.59 ps
NOT-n15468: 1049.65 ps
NOT-n15469: 966.51 ps
NOT-n15470: 1086.80 ps
NOT-n15471: 974.10 ps
NOT-n15472: 1149.98 ps
NAND-n15473: 1135.05 ps
NAND-n15474: 1117.93 ps
NOT-n15475: 1149.98 ps
NOT-n15476: 1149.98 ps
NAND-n15477: 1157.39 ps
NAND-n15478: 1140.27 ps
AND-n15479: 566.71 ps
AND-n15480: 566.71 ps
NAND-n15481: 615.42 ps
AND-n15482: 505.62 ps
NAND-n15483: 586.35 ps
AND-n15484: 610.30 ps
NAND-n15485: 505.62 ps
NAND-n15486: 566.71 ps
NAND-n15487: 566.71 ps
NAND-n15488: 488.25 ps
NOT-n15489: 652.09 ps
NOT-n15490: 566.71 ps
NOT-n15491: 488.25 ps
NOT-n15492: 615.42 ps
NOT-n15493: 1179.82 ps
NOT-n15494: 548.43 ps
NOT-n15495: 535.49 ps
NOT-n15496: 552.51 ps
NOT-n15497: 548.78 ps
NOT-n15498: 592.68 ps
NOT-n15499: 552.51 ps
NOT-n15500: 579.95 ps
NOT-n15501: 592.68 ps
NOT-n15502: 620.11 ps
NOT-n15503: 579.95 ps
NOT-n15504: 607.38 ps
NOT-n15505: 620.11 ps
NOT-n15506: 647.55 ps
NOT-n15507: 607.38 ps
NOT-n15508: 634.82 ps
NOT-n15509: 647.55 ps
NOT-n15510: 674.99 ps
NOT-n15511: 634.82 ps
NOT-n15512: 674.55 ps
NOT-n15513: 674.99 ps
NOT-n15514: 702.43 ps
NOT-n15515: 674.55 ps
NOT-n15516: 701.98 ps
NOT-n15517: 702.43 ps
NOT-n15518: 729.86 ps
NOT-n15519: 701.98 ps
NOT-n15520: 729.42 ps
NOT-n15521: 729.86 ps
NOT-n15522: 757.30 ps
NOT-n15523: 729.42 ps
NOT-n15524: 756.86 ps
NOT-n15525: 757.30 ps
NOT-n15526: 784.74 ps
NOT-n15527: 756.86 ps
NOT-n15528: 783.94 ps
NOT-n15529: 757.91 ps
NOT-n15530: 812.18 ps
NOT-n15531: 784.29 ps
NOT-n15532: 811.73 ps
NOT-n15533: 812.18 ps
NOT-n15534: 839.61 ps
NOT-n15535: 811.73 ps
NOT-n15536: 838.92 ps
NOT-n15537: 825.21 ps
NOT-n15538: 815.49 ps
NOT-n15539: 801.77 ps
NOT-n15540: 657.45 ps
NOT-n15541: 624.14 ps
NOT-n15542: 768.63 ps
NOT-n15543: 754.91 ps
NOT-n15544: 745.19 ps
NOT-n15545: 731.48 ps
NOT-n15546: 720.88 ps
NOT-n15547: 704.72 ps
NOT-n15548: 505.62 ps
AND-n15549: 533.28 ps
NAND-n15550: 533.28 ps
NAND-n15551: 548.78 ps
AND-n15552: 552.51 ps
NAND-n15553: 552.51 ps
NAND-n15554: 552.51 ps
AND-n15555: 577.57 ps
NAND-n15556: 577.57 ps
NAND-n15557: 577.57 ps
AND-n15558: 579.95 ps
NAND-n15559: 579.95 ps
NAND-n15560: 579.95 ps
AND-n15561: 605.00 ps
NAND-n15562: 605.00 ps
NAND-n15563: 605.00 ps
AND-n15564: 607.38 ps
NAND-n15565: 607.38 ps
NAND-n15566: 607.38 ps
AND-n15567: 632.44 ps
NAND-n15568: 632.44 ps
NAND-n15569: 632.44 ps
AND-n15570: 634.82 ps
NAND-n15571: 634.82 ps
NAND-n15572: 634.82 ps
AND-n15573: 659.88 ps
NAND-n15574: 659.88 ps
NAND-n15575: 672.17 ps
AND-n15576: 674.55 ps
NAND-n15577: 674.55 ps
NAND-n15578: 674.55 ps
AND-n15579: 699.60 ps
NAND-n15580: 699.60 ps
NAND-n15581: 699.60 ps
AND-n15582: 701.98 ps
NAND-n15583: 701.98 ps
NAND-n15584: 701.98 ps
AND-n15585: 727.04 ps
NAND-n15586: 727.04 ps
NAND-n15587: 727.04 ps
AND-n15588: 729.42 ps
NAND-n15589: 729.42 ps
NAND-n15590: 729.42 ps
AND-n15591: 754.48 ps
NAND-n15592: 754.48 ps
NAND-n15593: 754.48 ps
AND-n15594: 756.86 ps
NAND-n15595: 756.86 ps
NAND-n15596: 756.86 ps
AND-n15597: 757.91 ps
NAND-n15598: 781.92 ps
NAND-n15599: 757.91 ps
AND-n15600: 782.96 ps
NAND-n15601: 782.96 ps
NAND-n15602: 784.29 ps
AND-n15603: 809.35 ps
NAND-n15604: 809.35 ps
NAND-n15605: 809.35 ps
AND-n15606: 811.73 ps
NAND-n15607: 811.73 ps
NAND-n15608: 811.73 ps
AND-n15609: 825.21 ps
NAND-n15610: 836.79 ps
NAND-n15611: 825.21 ps
AND-n15612: 801.77 ps
NAND-n15613: 838.92 ps
NAND-n15614: 801.77 ps
AND-n15615: 624.14 ps
NAND-n15616: 815.49 ps
NAND-n15617: 624.14 ps
AND-n15618: 649.20 ps
NAND-n15619: 649.20 ps
NAND-n15620: 754.91 ps
AND-n15621: 731.48 ps
NAND-n15622: 768.63 ps
NAND-n15623: 731.48 ps
AND-n15624: 704.72 ps
NAND-n15625: 745.19 ps
NAND-n15626: 704.72 ps
AND-n15627: 706.91 ps
NAND-n15628: 720.88 ps
NOT-n15629: 706.91 ps
AND-n15630: 718.69 ps
AND-n15631: 488.25 ps
NAND-n15632: 709.68 ps
NAND-n15633: 488.25 ps
NOT-n15634: 566.71 ps
NAND-n15635: 610.30 ps
NAND-n15636: 610.30 ps
NAND-n15637: 559.17 ps
NAND-n15638: 559.17 ps
OR-n15639: 565.39 ps
NAND-n15640: 535.49 ps
NAND-n15641: 535.49 ps
NAND-n15642: 533.28 ps
NAND-n15643: 533.28 ps
NAND-n15644: 533.28 ps
NAND-n15645: 533.28 ps
NAND-n15646: 533.28 ps
NAND-n15647: 533.28 ps
NAND-n15648: 533.28 ps
NAND-n15649: 533.28 ps
NAND-n15650: 533.28 ps
NAND-n15651: 533.28 ps
NAND-n15652: 533.28 ps
NAND-n15653: 533.28 ps
NAND-n15654: 533.28 ps
NAND-n15655: 533.28 ps
NAND-n15656: 533.28 ps
NAND-n15657: 533.28 ps
NAND-n15658: 533.28 ps
NAND-n15659: 533.28 ps
NAND-n15660: 533.28 ps
NAND-n15661: 533.28 ps
NAND-n15662: 533.28 ps
NAND-n15663: 533.28 ps
NAND-n15664: 533.28 ps
NAND-n15665: 533.28 ps
NAND-n15666: 533.28 ps
NAND-n15667: 533.28 ps
NAND-n15668: 533.28 ps
NAND-n15669: 533.28 ps
NOT-n15670: 550.46 ps
AND-n15671: 442.49 ps
NAND-n15672: 442.49 ps
NAND-n15673: 456.37 ps
AND-n15674: 444.39 ps
NAND-n15675: 444.39 ps
NAND-n15676: 455.87 ps
AND-n15677: 533.15 ps
NAND-n15678: 533.15 ps
NAND-n15679: 547.03 ps
AND-n15680: 534.97 ps
NAND-n15681: 534.97 ps
NAND-n15682: 546.45 ps
AND-n15683: 657.02 ps
NAND-n15684: 657.02 ps
NAND-n15685: 668.50 ps
AND-n15686: 731.38 ps
NAND-n15687: 768.53 ps
NAND-n15688: 731.38 ps
AND-n15689: 503.08 ps
NAND-n15690: 520.00 ps
NAND-n15691: 503.08 ps
NAND-n15692: 680.65 ps
NAND-n15693: 697.81 ps
NAND-n15694: 533.56 ps
NAND-n15695: 550.72 ps
NAND-n15696: 298.49 ps
NAND-n15697: 315.65 ps
NAND-n15698: 207.56 ps
NAND-n15699: 225.10 ps
AND-n15700: 503.08 ps
NAND-n15701: 222.11 ps
NAND-n15702: 247.92 ps
NAND-n15703: 833.56 ps
NAND-n15704: 850.84 ps
NAND-n15705: 771.37 ps
NAND-n15706: 788.53 ps
NAND-n15707: 765.55 ps
NAND-n15708: 782.83 ps
NAND-n15709: 188.03 ps
NAND-n15710: 1017.59 ps
NOT-n15711: 483.88 ps
NOT-n15712: 393.17 ps
NOT-n15713: 1017.59 ps
NOT-n15714: 224.19 ps
NOT-n15715: 255.05 ps
NOT-n15716: 436.14 ps
NOT-n15717: 529.51 ps
NAND-n15718: 393.17 ps
NOT-n15719: 532.31 ps
NOT-n15720: 455.87 ps
NOT-n15721: 444.39 ps
NOT-n15722: 449.28 ps
NOT-n15723: 545.25 ps
NOT-n15724: 541.85 ps
NOT-n15725: 604.72 ps
NAND-n15726: 449.28 ps
NOT-n15727: 526.85 ps
NOT-n15728: 620.22 ps
NAND-n15729: 483.88 ps
NOT-n15730: 623.02 ps
NOT-n15731: 539.97 ps
NOT-n15732: 668.62 ps
NAND-n15733: 188.03 ps
NAND-n15734: 442.49 ps
NAND-n15735: 188.03 ps
NAND-n15736: 771.37 ps
NAND-n15737: 771.37 ps
NAND-n15738: 188.03 ps
NAND-n15739: 221.21 ps
NAND-n15740: 188.03 ps
NOT-n15741: 734.40 ps
NOT-n15742: 769.11 ps
NOT-n15743: 657.02 ps
NOT-n15744: 546.45 ps
NOT-n15745: 534.97 ps
NOT-n15746: 635.91 ps
NOT-n15747: 632.51 ps
NAND-n15748: 539.97 ps
NOT-n15749: 644.57 ps
NOT-n15750: 746.80 ps
NOT-n15751: 684.26 ps
NOT-n15752: 786.49 ps
NOT-n15753: 668.50 ps
NOT-n15754: 664.75 ps
NOT-n15755: 774.73 ps
NOT-n15756: 776.60 ps
NOT-n15757: 793.34 ps
NAND-n15758: 664.75 ps
NOT-n15759: 769.32 ps
NOT-n15760: 788.63 ps
NAND-n15761: 188.03 ps
NAND-n15762: 769.32 ps
NAND-n15763: 188.03 ps
NOT-n15764: 822.51 ps
NOT-n15765: 878.61 ps
NOT-n15766: 824.51 ps
NOT-n15767: 875.33 ps
NOT-n15768: 827.05 ps
NOT-n15769: 740.48 ps
NOT-n15770: 815.33 ps
NOT-n15771: 749.07 ps
NOT-n15772: 751.61 ps
NOT-n15773: 796.88 ps
NAND-n15774: 801.01 ps
NOT-n15775: 612.25 ps
NOT-n15776: 755.34 ps
NOT-n15777: 801.62 ps
NOT-n15778: 766.06 ps
NOT-n15779: 737.00 ps
NOT-n15780: 759.53 ps
NAND-n15781: 732.82 ps
NOT-n15782: 697.64 ps
NOT-n15783: 733.44 ps
NOT-n15784: 722.48 ps
NAND-n15785: 188.03 ps
NAND-n15786: 797.52 ps
NAND-n15787: 188.03 ps
NAND-n15788: 298.49 ps
NAND-n15789: 298.49 ps
NAND-n15790: 533.56 ps
NAND-n15791: 533.56 ps
NAND-n15792: 672.04 ps
NAND-n15793: 672.04 ps
NAND-n15794: 199.30 ps
NAND-n15795: 188.03 ps
NAND-n15796: 289.77 ps
NAND-n15797: 278.51 ps
NAND-n15798: 329.46 ps
NAND-n15799: 318.20 ps
NAND-n15800: 414.53 ps
NAND-n15801: 403.26 ps
NAND-n15802: 937.20 ps
NAND-n15803: 917.78 ps
NAND-n15804: 454.22 ps
NAND-n15805: 442.95 ps
NAND-n15806: 547.15 ps
NAND-n15807: 529.93 ps
NAND-n15808: 586.88 ps
NAND-n15809: 575.61 ps
NAND-n15810: 671.94 ps
NAND-n15811: 660.67 ps
NAND-n15812: 711.63 ps
NAND-n15813: 700.37 ps
NAND-n15814: 717.73 ps
NAND-n15815: 729.00 ps
NAND-n15816: 779.27 ps
NAND-n15817: 796.66 ps
NAND-n15818: 785.09 ps
NAND-n15819: 802.30 ps
NAND-n15820: 808.08 ps
NAND-n15821: 819.35 ps
NAND-n15822: 841.31 ps
NAND-n15823: 858.70 ps
NAND-n15824: 221.28 ps
NAND-n15825: 238.99 ps
NAND-n15826: 312.21 ps
NAND-n15827: 329.43 ps
NAND-n15828: 357.90 ps
NAND-n15829: 369.17 ps
NAND-n15830: 547.28 ps
NAND-n15831: 564.50 ps
NAND-n15832: 615.32 ps
NAND-n15833: 626.58 ps
NAND-n15834: 672.04 ps
NAND-n15835: 689.25 ps
AND-n15836: 430.15 ps
NAND-n15837: 444.05 ps
NAND-n15838: 430.15 ps
AND-n15839: 393.17 ps
NAND-n15840: 393.17 ps
NAND-n15841: 395.82 ps
AND-n15842: 520.86 ps
NAND-n15843: 534.76 ps
NAND-n15844: 520.86 ps
AND-n15845: 483.88 ps
NAND-n15846: 483.88 ps
NAND-n15847: 486.53 ps
AND-n15848: 1105.67 ps
NAND-n15849: 1121.30 ps
NAND-n15850: 1144.12 ps
AND-n15851: 1107.53 ps
NAND-n15852: 1107.53 ps
AND-n15853: 1082.61 ps
NAND-n15854: 1144.24 ps
AND-n15855: 1113.43 ps
NAND-n15856: 1113.43 ps
AND-n15857: 1082.97 ps
NAND-n15858: 1098.60 ps
NAND-n15859: 1121.42 ps
AND-n15860: 1084.83 ps
NAND-n15861: 1084.83 ps
AND-n15862: 533.15 ps
NAND-n15863: 569.27 ps
AND-n15864: 685.82 ps
NAND-n15865: 693.99 ps
NAND-n15866: 685.82 ps
AND-n15867: 751.61 ps
NAND-n15868: 796.88 ps
NAND-n15869: 751.61 ps
AND-n15870: 697.64 ps
NAND-n15871: 697.64 ps
NAND-n15872: 735.02 ps
AND-n15873: 516.79 ps
NAND-n15874: 749.01 ps
NAND-n15875: 516.79 ps
AND-n15876: 757.49 ps
NAND-n15877: 760.31 ps
NAND-n15878: 722.48 ps
NAND-n15879: 733.44 ps
NAND-n15880: 722.48 ps
AND-n15881: 752.05 ps
NAND-n15882: 777.19 ps
NAND-n15883: 752.05 ps
AND-n15884: 738.12 ps
NAND-n15885: 738.12 ps
NAND-n15886: 759.53 ps
NAND-n15887: 837.06 ps
NAND-n15888: 854.22 ps
NAND-n15889: 837.06 ps
NAND-n15890: 708.45 ps
NAND-n15891: 708.45 ps
NAND-n15892: 732.01 ps
AND-n15893: 890.07 ps
NAND-n15894: 890.07 ps
NAND-n15895: 1022.81 ps
NAND-n15896: 1039.97 ps
NAND-n15897: 1022.81 ps
NAND-n15898: 939.66 ps
NAND-n15899: 940.87 ps
NAND-n15900: 939.66 ps
NAND-n15901: 1059.96 ps
NAND-n15902: 1077.12 ps
NAND-n15903: 1059.96 ps
NAND-n15904: 947.25 ps
NAND-n15905: 947.25 ps
NAND-n15906: 970.43 ps
NAND-n15907: 1123.13 ps
NAND-n15908: 1123.13 ps
NAND-n15909: 1140.26 ps
AND-n15910: 1091.09 ps
NAND-n15911: 1091.09 ps
NAND-n15912: 1123.13 ps
NAND-n15913: 1123.13 ps
NAND-n15914: 1140.26 ps
NAND-n15915: 1123.13 ps
NAND-n15916: 1123.13 ps
NAND-n15917: 1140.26 ps
AND-n15918: 1082.61 ps
NAND-n15919: 1144.24 ps
AND-n15920: 1113.43 ps
NAND-n15921: 1113.43 ps
AND-n15922: 1104.85 ps
NAND-n15923: 1104.85 ps
NAND-n15924: 1121.93 ps
NAND-n15925: 188.03 ps
NAND-n15926: 188.03 ps
AND-n15927: 1126.95 ps
NAND-n15928: 1126.95 ps
NAND-n15929: 1144.03 ps
AND-n15930: 1115.52 ps
NAND-n15931: 1115.52 ps
NAND-n15932: 1144.08 ps
AND-n15933: 1104.49 ps
NAND-n15934: 1104.49 ps
NAND-n15935: 1121.57 ps
NAND-n15936: 188.03 ps
NAND-n15937: 188.03 ps
AND-n15938: 1098.28 ps
NAND-n15939: 1098.28 ps
NAND-n15940: 1115.36 ps
NOT-n15941: 532.27 ps
NOT-n15942: 503.08 ps
NAND-n15943: 503.08 ps
NAND-n15944: 519.51 ps
NAND-n15945: 188.03 ps
NAND-n15946: 188.03 ps
AND-n15947: 803.66 ps
NAND-n15948: 820.88 ps
NAND-n15949: 803.66 ps
NAND-n15950: 188.03 ps
NAND-n15951: 612.25 ps
NAND-n15952: 188.03 ps
NAND-n15953: 188.03 ps
NAND-n15954: 731.38 ps
NAND-n15955: 188.03 ps
AND-n15956: 952.40 ps
NAND-n15957: 969.62 ps
NAND-n15958: 952.40 ps
AND-n15959: 989.73 ps
NAND-n15960: 1006.95 ps
NAND-n15961: 989.73 ps
NAND-n15962: 188.03 ps
NAND-n15963: 858.51 ps
NAND-n15964: 188.03 ps
NAND-n15965: 188.03 ps
NAND-n15966: 855.98 ps
NAND-n15967: 188.03 ps
NOT-n15968: 272.54 ps
NAND-n15969: 188.03 ps
NAND-n15970: 218.98 ps
NAND-n15971: 188.03 ps
NOT-n15972: 666.75 ps
NAND-n15973: 188.03 ps
NAND-n15974: 657.02 ps
NAND-n15975: 188.03 ps
AND-n15976: 1093.18 ps
NAND-n15977: 1093.18 ps
NAND-n15978: 1121.74 ps
AND-n15979: 1127.19 ps
NAND-n15980: 1127.19 ps
NAND-n15981: 1144.27 ps
NAND-n15982: 188.03 ps
NAND-n15983: 684.26 ps
NAND-n15984: 188.03 ps
NAND-n15985: 188.03 ps
NAND-n15986: 644.57 ps
NAND-n15987: 188.03 ps
NAND-n15988: 188.03 ps
NAND-n15989: 534.97 ps
NAND-n15990: 188.03 ps
AND-n15991: 1093.18 ps
NAND-n15992: 1093.18 ps
NAND-n15993: 1121.74 ps
NOT-n15994: 735.02 ps
NOT-n15995: 395.82 ps
NOT-n15996: 486.53 ps
NOT-n15997: 664.75 ps
NOT-n15998: 801.01 ps
NOT-n15999: 449.28 ps
NOT-n16000: 539.97 ps
NOT-n16001: 188.03 ps
NAND-n16002: 188.03 ps
NOT-n16003: 833.56 ps
NAND-n16004: 393.17 ps
NOT-n16005: 808.08 ps
NAND-n16006: 442.49 ps
NAND-n16007: 442.49 ps
NAND-n16008: 505.36 ps
NAND-n16009: 517.54 ps
NOT-n16010: 765.55 ps
NAND-n16011: 483.88 ps
NOT-n16012: 717.73 ps
NAND-n16013: 1105.34 ps
NAND-n16014: 765.55 ps
NAND-n16015: 782.83 ps
NAND-n16016: 1118.94 ps
NOT-n16017: 771.37 ps
NAND-n16018: 1128.74 ps
NAND-n16019: 771.37 ps
NAND-n16020: 788.53 ps
NAND-n16021: 1128.28 ps
NAND-n16022: 1128.28 ps
NAND-n16023: 1104.98 ps
NAND-n16024: 833.56 ps
NAND-n16025: 850.84 ps
NAND-n16026: 1090.27 ps
NAND-n16027: 535.75 ps
NAND-n16028: 534.97 ps
NAND-n16029: 608.24 ps
NOT-n16030: 700.37 ps
NAND-n16031: 647.39 ps
NOT-n16032: 660.67 ps
NAND-n16033: 687.08 ps
NOT-n16034: 615.32 ps
